"id","url","full_name","color","memory","manufacturer","price_regular","price_discount","product_code","reviews_count","screen_diagonal","screen_resolution","created_at"
"1","https://brain.com.ua/ukr/Mobilniy_telefon_Apple_iPhone_15_128GB_Black-p1044347.html","Мобільний телефон Apple iPhone 15 128GB Black (MTP03)","Black","128GB","Apple","35499.00",NULL,"U0854689",0,"6.1""","1179 х 2556","2025-12-03 00:07:56.179204+01"
